id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
100184,Private room in Harlem,308078,Alex,Manhattan,Harlem,40.72763,-73.93271,Private room,125.0,4,5,2019-06-15,0.6,2,30
100185,Entire home/apt in Upper West Side,312120,Alex,Manhattan,Upper West Side,40.75646,-73.94048,Entire home/apt,198.0,1,5,2019-08-15,0.15,2,365
100186,Entire home/apt in Bedford-Stuyvesant,28333,Sara,Brooklyn,Bedford-Stuyvesant,40.6643,-73.96079,Entire home/apt,186.0,3,23,2019-05-15,0.42,3,225
100187,Private room in Flatbush,259908,Alex,Brooklyn,Flatbush,40.65658,-73.95933,Private room,105.0,1,5,2019-02-15,0.36,1,365
100188,Private room in Williamsburg,813786,Sara,Brooklyn,Williamsburg,40.68367,-73.99318,Private room,120.0,3,5,2019-01-15,0.56,4,144
100189,Private room in Hell's Kitchen,583149,Miguel,Manhattan,Hell's Kitchen,40.78685,-73.87287,Private room,112.0,1,4,2019-08-15,0.45,2,186
100190,Private room in Midtown,597697,Maria,Manhattan,Midtown,40.75903,-74.00246,Private room,156.0,14,5,2019-04-15,0.4,3,197
100191,Entire home/apt in Crown Heights,824267,Sara,Brooklyn,Crown Heights,40.66201,-73.93372,Entire home/apt,120.0,1,5,2019-02-15,0.11,2,263
100192,Private room in East Village,227355,Maria,Manhattan,East Village,40.78428,-73.98426,Private room,132.0,2,5,2019-06-15,0.03,4,365
100193,Private room in Bedford-Stuyvesant,347229,Priya,Brooklyn,Bedford-Stuyvesant,40.68292,-73.94486,Private room,108.0,3,7,2019-04-15,0.71,3,358
100194,Private room in Harlem,666547,Maria,Manhattan,Harlem,40.771,-74.03216,Private room,103.0,2,7,2019-07-15,0.33,2,112
100195,Private room in Midtown,616415,David,Manhattan,Midtown,40.73227,-73.94194,Private room,78.0,7,4,2019-03-15,0.52,1,98
100196,Entire home/apt in Hell's Kitchen,8930,Maria,Manhattan,Hell's Kitchen,40.76839,-73.9795,Entire home/apt,156.0,7,1,2019-04-15,0.0,2,99
100197,Entire home/apt in Chelsea,639952,Priya,Manhattan,Chelsea,40.77435,-73.9329,Entire home/apt,242.0,3,6,2019-05-15,0.74,5,29
100198,Entire home/apt in Greenpoint,235793,Alex,Brooklyn,Greenpoint,40.64489,-73.92814,Entire home/apt,95.0,7,4,2019-04-15,0.3,1,173
100199,Private room in Financial District,833759,Wei,Manhattan,Financial District,40.77106,-74.01133,Private room,99.0,1,8,2019-05-15,0.55,2,198
100200,Private room in Williamsburg,106404,Chen,Brooklyn,Williamsburg,40.66767,-73.92126,Private room,53.0,4,10,2019-02-15,0.03,5,301
100201,Private room in Hell's Kitchen,534015,David,Manhattan,Hell's Kitchen,40.75766,-73.95283,Private room,161.0,2,7,2019-06-15,0.61,1,169
100202,Entire home/apt in Financial District,550908,Miguel,Manhattan,Financial District,40.79417,-73.9623,Entire home/apt,122.0,1,1,2019-04-15,0.16,1,195
100203,Entire home/apt in Midtown,856908,David,Manhattan,Midtown,40.80086,-73.9669,Entire home/apt,167.0,1,11,2019-01-15,0.6,3,243
100204,Entire home/apt in Financial District,238050,Fatima,Manhattan,Financial District,40.77958,-73.95174,Entire home/apt,207.0,7,6,2019-08-15,0.4,3,264
100205,Entire home/apt in Riverdale,346830,Maria,Bronx,Riverdale,40.80987,-73.87875,Entire home/apt,95.0,2,11,2019-04-15,0.6,3,365
100206,Entire home/apt in Crown Heights,455347,Sara,Brooklyn,Crown Heights,40.65684,-73.90509,Entire home/apt,167.0,2,6,2019-03-15,1.34,1,168
100207,Entire home/apt in Upper West Side,162338,Wei,Manhattan,Upper West Side,40.75533,-74.0238,Entire home/apt,159.0,7,5,2019-06-15,0.82,1,154
100208,Private room in Bedford-Stuyvesant,220485,Fatima,Brooklyn,Bedford-Stuyvesant,40.69784,-73.93119,Private room,165.0,3,2,2019-04-15,0.0,1,69
100209,Entire home/apt in Ridgewood,179602,Fatima,Queens,Ridgewood,40.69079,-73.78238,Entire home/apt,115.0,2,8,2019-02-15,0.07,2,82
100210,Private room in Greenpoint,676664,Miguel,Brooklyn,Greenpoint,40.69232,-73.94682,Private room,132.0,1,8,2019-08-15,0.5,1,84
100211,Entire home/apt in Harlem,613945,Alex,Manhattan,Harlem,40.75787,-73.97253,Entire home/apt,271.0,2,6,2019-05-15,0.0,1,276
100212,Private room in Bedford-Stuyvesant,760602,John,Brooklyn,Bedford-Stuyvesant,40.67424,-73.93643,Private room,85.0,4,3,2019-03-15,0.0,5,365
100213,Private room in Long Island City,712339,Wei,Queens,Long Island City,40.71204,-73.72097,Private room,44.0,2,0,,,2,150
100214,Private room in Upper East Side,180706,Maria,Manhattan,Upper East Side,40.74487,-74.01057,Private room,150.0,7,15,2019-04-15,0.92,1,205
100215,Entire home/apt in Financial District,161786,John,Manhattan,Financial District,40.77571,-73.94178,Entire home/apt,177.0,2,5,2019-08-15,0.19,3,0
100216,Private room in Crown Heights,800870,Alex,Brooklyn,Crown Heights,40.66895,-73.95137,Private room,88.0,4,2,2019-04-15,0.0,1,316
100217,Entire home/apt in Midtown,236422,John,Manhattan,Midtown,40.79336,-73.94393,Entire home/apt,230.0,1,3,2019-06-15,0.03,5,246
100218,Entire home/apt in Midtown,919476,John,Manhattan,Midtown,40.77791,-74.00663,Entire home/apt,172.0,4,1,2019-04-15,0.42,2,195
100219,Private room in Greenpoint,651128,Sara,Brooklyn,Greenpoint,40.67456,-73.90862,Private room,107.0,3,1,2019-05-15,0.01,6,365
100220,Private room in Harlem,8448,Miguel,Manhattan,Harlem,40.78601,-73.96029,Private room,130.0,3,16,2019-02-15,0.53,3,315
100221,Entire home/apt in Chelsea,559004,Wei,Manhattan,Chelsea,40.78673,-73.98258,Entire home/apt,207.0,3,4,2019-03-15,0.0,1,206
100222,Shared room in Flatbush,506227,Chen,Brooklyn,Flatbush,40.70046,-73.88205,Shared room,41.0,1,0,,,1,96
100223,Entire home/apt in Long Island City,219559,Wei,Queens,Long Island City,40.74879,-73.77434,Entire home/apt,53.0,2,12,2019-07-15,0.56,2,185
100224,Entire home/apt in Midtown,780962,Chen,Manhattan,Midtown,40.76611,-73.94618,Entire home/apt,131.0,3,5,2019-05-15,0.0,2,190
100225,Entire home/apt in Upper East Side,146661,Alex,Manhattan,Upper East Side,40.75058,-74.01335,Entire home/apt,193.0,7,5,2019-08-15,0.65,2,144
100226,Entire home/apt in Chelsea,708232,Miguel,Manhattan,Chelsea,40.77495,-73.94058,Entire home/apt,151.0,3,6,2019-08-15,0.4,1,277
100227,Entire home/apt in Harlem,745154,John,Manhattan,Harlem,40.76139,-73.97006,Entire home/apt,234.0,3,1,2019-02-15,0.0,1,121
100228,Private room in Financial District,155926,Alex,Manhattan,Financial District,40.77502,-73.91359,Private room,106.0,2,14,2019-06-15,0.92,1,172
100229,Entire home/apt in Williamsburg,429143,Wei,Brooklyn,Williamsburg,40.71861,-73.93486,Entire home/apt,109.0,2,0,,,1,36
100230,Entire home/apt in Flatbush,138497,Alex,Brooklyn,Flatbush,40.66167,-73.9173,Entire home/apt,88.0,5,5,2019-05-15,0.53,1,182
100231,Private room in East Village,103836,Maria,Manhattan,East Village,40.80346,-73.9631,Private room,158.0,1,4,2019-08-15,0.35,2,96
100232,Private room in Crown Heights,956382,Chen,Brooklyn,Crown Heights,40.65192,-73.89518,Private room,139.0,2,8,2019-07-15,0.4,2,292
100233,Entire home/apt in Bedford-Stuyvesant,991405,Sara,Brooklyn,Bedford-Stuyvesant,40.67423,-73.88053,Entire home/apt,139.0,3,1,2019-03-15,0.02,7,226
100234,Private room in Hell's Kitchen,634548,Sara,Manhattan,Hell's Kitchen,40.764,-73.97759,Private room,100.0,1,5,2019-05-15,0.0,3,67
100235,Private room in Chelsea,70347,Fatima,Manhattan,Chelsea,40.80308,-73.95924,Private room,157.0,1,11,2019-06-15,0.38,4,365
100236,Entire home/apt in Financial District,721856,Sara,Manhattan,Financial District,40.80557,-73.94744,Entire home/apt,117.0,4,10,2019-02-15,0.12,2,74
100237,Entire home/apt in Bushwick,729620,David,Brooklyn,Bushwick,40.68566,-73.97384,Entire home/apt,158.0,5,6,2019-07-15,1.22,2,240
100238,Entire home/apt in Astoria,601398,John,Queens,Astoria,40.77808,-73.76496,Entire home/apt,54.0,2,18,2019-04-15,0.95,5,250
100239,Private room in Harlem,574887,John,Manhattan,Harlem,40.75971,-73.9552,Private room,68.0,3,4,2019-01-15,0.52,2,175
100240,Private room in Ridgewood,208522,John,Queens,Ridgewood,40.7414,-73.78594,Private room,42.0,2,8,2019-01-15,0.45,5,151
100241,Entire home/apt in Bushwick,875023,David,Brooklyn,Bushwick,40.67167,-73.95152,Entire home/apt,216.0,5,14,2019-02-15,1.19,2,125
100242,Entire home/apt in Chelsea,673847,Maria,Manhattan,Chelsea,40.78842,-73.95788,Entire home/apt,130.0,1,9,2019-04-15,0.0,3,336
100243,Entire home/apt in Upper East Side,65284,Miguel,Manhattan,Upper East Side,40.75201,-73.97635,Entire home/apt,204.0,7,12,2019-01-15,0.9,5,83
100244,Entire home/apt in Bushwick,862863,Chen,Brooklyn,Bushwick,40.67694,-73.90915,Entire home/apt,154.0,4,2,2019-05-15,0.0,5,276
100245,Entire home/apt in Greenpoint,915345,Wei,Brooklyn,Greenpoint,40.69414,-73.8997,Entire home/apt,164.0,3,17,2019-06-15,0.55,3,31
100246,Private room in Midtown,441011,Chen,Manhattan,Midtown,40.81418,-73.99212,Private room,140.0,2,1,2019-04-15,0.0,1,236
100247,Private room in Hell's Kitchen,114103,Maria,Manhattan,Hell's Kitchen,40.77748,-73.99936,Private room,183.0,1,4,2019-03-15,0.0,1,169
100248,Private room in Upper East Side,203716,Miguel,Manhattan,Upper East Side,40.79298,-73.97581,Private room,89.0,4,12,2019-01-15,0.65,4,203
100249,Private room in Financial District,196081,Priya,Manhattan,Financial District,40.77928,-73.96361,Private room,117.0,1,5,2019-08-15,0.41,6,306
100250,Entire home/apt in Greenpoint,105038,Fatima,Brooklyn,Greenpoint,40.68781,-73.89894,Entire home/apt,153.0,1,1,2019-08-15,0.0,2,211
100251,Entire home/apt in Park Slope,895775,Wei,Brooklyn,Park Slope,40.7118,-73.90373,Entire home/apt,146.0,4,10,2019-02-15,0.37,1,365
100252,Private room in Financial District,80939,Maria,Manhattan,Financial District,40.68822,-73.95078,Private room,151.0,2,3,2019-07-15,0.3,4,365
100253,Private room in Harlem,737827,John,Manhattan,Harlem,40.78387,-74.01391,Private room,110.0,2,12,2019-06-15,0.24,1,163
100254,Private room in Crown Heights,524103,David,Brooklyn,Crown Heights,40.69499,-73.95994,Private room,90.0,2,5,2019-01-15,0.93,2,365
100255,Entire home/apt in Ridgewood,513100,Fatima,Queens,Ridgewood,40.75398,-73.76839,Entire home/apt,84.0,2,8,2019-01-15,0.33,2,263
100256,Private room in Greenpoint,734698,Priya,Brooklyn,Greenpoint,40.70095,-73.98406,Private room,107.0,4,4,2019-04-15,0.0,3,227
100257,Entire home/apt in Chelsea,261308,David,Manhattan,Chelsea,40.78249,-73.93749,Entire home/apt,161.0,14,2,2019-08-15,0.0,3,177
100258,Entire home/apt in Williamsburg,623904,David,Brooklyn,Williamsburg,40.67691,-73.91069,Entire home/apt,188.0,1,7,2019-01-15,1.0,1,338
100259,Entire home/apt in Tompkinsville,248531,Alex,Staten Island,Tompkinsville,40.62445,-74.14484,Entire home/apt,65.0,1,7,2019-01-15,0.0,4,195
100260,Entire home/apt in Bushwick,309553,John,Brooklyn,Bushwick,40.67391,-74.00071,Entire home/apt,82.0,2,15,2019-02-15,0.18,1,137
100261,Entire home/apt in Bushwick,345606,Chen,Brooklyn,Bushwick,40.67241,-73.94434,Entire home/apt,110.0,3,17,2019-05-15,0.94,2,0
100262,Private room in Hell's Kitchen,581096,Sara,Manhattan,Hell's Kitchen,40.79998,-73.93483,Private room,141.0,2,9,2019-02-15,0.82,5,152
100263,Entire home/apt in East Village,923884,Maria,Manhattan,East Village,40.79257,-73.91982,Entire home/apt,199.0,1,6,2019-05-15,0.12,1,128
100264,Entire home/apt in Park Slope,226016,Sara,Brooklyn,Park Slope,40.68949,-73.94861,Entire home/apt,118.0,3,8,2019-06-15,0.29,1,228
100265,Private room in Upper East Side,69609,Sara,Manhattan,Upper East Side,40.79128,-73.96364,Private room,62.0,3,2,2019-03-15,0.0,1,365
100266,Private room in Harlem,537999,Fatima,Manhattan,Harlem,40.7786,-73.99835,Private room,115.0,1,3,2019-07-15,0.89,4,182
100267,Entire home/apt in Midtown,56884,Miguel,Manhattan,Midtown,40.76492,-74.01306,Entire home/apt,275.0,1,10,2019-02-15,0.35,1,0
100268,Entire home/apt in Greenpoint,190116,John,Brooklyn,Greenpoint,40.71027,-73.93791,Entire home/apt,138.0,3,9,2019-05-15,0.68,3,298
100269,Private room in Flatbush,346350,Sara,Brooklyn,Flatbush,40.65127,-73.92904,Private room,140.0,2,5,2019-05-15,0.0,1,258
100270,Entire home/apt in Williamsburg,839946,Wei,Brooklyn,Williamsburg,40.69554,-73.96001,Entire home/apt,115.0,1,6,2019-06-15,0.04,1,92
100271,Entire home/apt in Financial District,599088,Chen,Manhattan,Financial District,40.78308,-73.95168,Entire home/apt,135.0,4,3,2019-04-15,0.16,1,365
100272,Entire home/apt in Park Slope,226426,David,Brooklyn,Park Slope,40.65055,-73.92068,Entire home/apt,104.0,4,19,2019-04-15,0.66,1,288
100273,Entire home/apt in Bedford-Stuyvesant,205515,Miguel,Brooklyn,Bedford-Stuyvesant,40.71285,-73.93478,Entire home/apt,118.0,14,4,2019-04-15,0.0,1,13
100274,Entire home/apt in East Village,594124,Chen,Manhattan,East Village,40.77027,-74.01455,Entire home/apt,117.0,1,7,2019-04-15,0.0,6,71
100275,Private room in Greenpoint,162667,David,Brooklyn,Greenpoint,40.6544,-73.95013,Private room,92.0,7,15,2019-04-15,1.02,3,231
100276,Private room in Long Island City,110792,Miguel,Queens,Long Island City,40.73573,-73.80505,Private room,41.0,3,11,2019-04-15,0.48,9,232
100277,Private room in Midtown,639766,Wei,Manhattan,Midtown,40.77474,-74.01992,Private room,179.0,2,5,2019-07-15,0.29,3,69
100278,Entire home/apt in Midtown,877529,John,Manhattan,Midtown,40.7754,-73.94419,Entire home/apt,290.0,1,6,2019-08-15,0.0,1,96
100279,Entire home/apt in Chelsea,649447,Chen,Manhattan,Chelsea,40.78082,-73.97903,Entire home/apt,193.0,2,8,2019-01-15,0.0,2,222
100280,Entire home/apt in Midtown,395600,Priya,Manhattan,Midtown,40.77442,-73.97708,Entire home/apt,302.0,2,30,2019-07-15,1.91,5,0
100281,Entire home/apt in Harlem,285365,Alex,Manhattan,Harlem,40.77807,-73.98778,Entire home/apt,127.0,4,2,2019-05-15,0.71,2,365
100282,Entire home/apt in Tompkinsville,568868,Priya,Staten Island,Tompkinsville,40.58056,-74.13449,Entire home/apt,74.0,1,18,2019-03-15,1.14,1,94
100283,Entire home/apt in Bushwick,849303,Alex,Brooklyn,Bushwick,40.70679,-73.93906,Entire home/apt,201.0,2,3,2019-02-15,0.14,2,31
100284,Entire home/apt in Midtown,752354,David,Manhattan,Midtown,40.75966,-73.90889,Entire home/apt,195.0,4,27,2019-03-15,1.58,2,126
100285,Entire home/apt in St. George,704933,Maria,Staten Island,St. George,40.61122,-74.13226,Entire home/apt,61.0,1,7,2019-04-15,0.58,2,0
100286,Private room in Flushing,145440,Alex,Queens,Flushing,40.78029,-73.7766,Private room,50.0,2,4,2019-08-15,0.09,4,277
100287,Private room in Flatbush,602156,Alex,Brooklyn,Flatbush,40.67515,-73.88728,Private room,81.0,1,9,2019-01-15,0.01,1,204
100288,Entire home/apt in Astoria,221893,John,Queens,Astoria,40.74535,-73.73182,Entire home/apt,104.0,1,7,2019-01-15,0.28,3,327
100289,Private room in Flushing,579833,Fatima,Queens,Flushing,40.74492,-73.69119,Private room,35.0,4,7,2019-08-15,0.27,1,131
100290,Private room in Crown Heights,525569,Miguel,Brooklyn,Crown Heights,40.67743,-73.96704,Private room,143.0,14,10,2019-07-15,0.46,1,218
100291,Entire home/apt in Midtown,321359,Priya,Manhattan,Midtown,40.79547,-73.98778,Entire home/apt,232.0,1,2,2019-05-15,0.03,1,45
100292,Entire home/apt in Greenpoint,451615,Alex,Brooklyn,Greenpoint,40.68219,-73.91102,Entire home/apt,122.0,2,9,2019-06-15,0.25,1,297
100293,Private room in Greenpoint,740153,Chen,Brooklyn,Greenpoint,40.67811,-73.97657,Private room,61.0,2,3,2019-05-15,0.06,4,312
100294,Private room in Bushwick,332561,Chen,Brooklyn,Bushwick,40.65504,-73.95775,Private room,112.0,1,9,2019-06-15,0.12,1,262
100295,Private room in Hell's Kitchen,643244,Maria,Manhattan,Hell's Kitchen,40.80132,-73.9445,Private room,128.0,2,11,2019-06-15,0.49,4,365
100296,Entire home/apt in Crown Heights,772919,Alex,Brooklyn,Crown Heights,40.66491,-73.93383,Entire home/apt,105.0,2,8,2019-08-15,0.0,1,172
100297,Entire home/apt in Flatbush,936513,Fatima,Brooklyn,Flatbush,40.68646,-73.90275,Entire home/apt,129.0,3,7,2019-02-15,0.62,5,76
100298,Entire home/apt in Long Island City,995600,David,Queens,Long Island City,40.71432,-73.78097,Entire home/apt,74.0,1,1,2019-05-15,0.77,1,241
100299,Private room in Chelsea,648920,Sara,Manhattan,Chelsea,40.76029,-73.91895,Private room,121.0,2,16,2019-08-15,0.53,1,107
100300,Entire home/apt in Ridgewood,426166,David,Queens,Ridgewood,40.70376,-73.77039,Entire home/apt,97.0,3,9,2019-06-15,0.0,5,0
100301,Entire home/apt in Park Slope,987351,Priya,Brooklyn,Park Slope,40.65063,-73.8998,Entire home/apt,103.0,4,21,2019-03-15,1.01,3,141
100302,Shared room in Astoria,309660,Sara,Queens,Astoria,40.7767,-73.7226,Shared room,27.0,3,5,2019-08-15,0.0,4,59
100303,Private room in Upper East Side,632326,Sara,Manhattan,Upper East Side,40.80672,-73.98198,Private room,197.0,3,1,2019-07-15,0.34,2,94
100304,Private room in Financial District,249510,Alex,Manhattan,Financial District,40.79701,-73.9747,Private room,101.0,5,19,2019-03-15,0.93,2,165
100305,Private room in Long Island City,519113,Chen,Queens,Long Island City,40.78891,-73.73723,Private room,51.0,2,14,2019-08-15,0.67,1,161
100306,Entire home/apt in Chelsea,718430,Maria,Manhattan,Chelsea,40.79086,-73.97279,Entire home/apt,213.0,1,10,2019-06-15,0.01,3,361
100307,Entire home/apt in Chelsea,86211,Miguel,Manhattan,Chelsea,40.74715,-73.93839,Entire home/apt,183.0,2,10,2019-01-15,0.22,2,263
100308,Entire home/apt in Midtown,62767,Sara,Manhattan,Midtown,40.79588,-74.00254,Entire home/apt,278.0,14,2,2019-07-15,0.0,1,21
100309,Entire home/apt in Bushwick,795121,Chen,Brooklyn,Bushwick,40.67878,-73.94241,Entire home/apt,113.0,4,10,2019-05-15,0.83,1,130
100310,Private room in Chelsea,148187,Alex,Manhattan,Chelsea,40.80482,-73.98413,Private room,114.0,3,5,2019-03-15,0.69,6,133
100311,Entire home/apt in Crown Heights,136833,Wei,Brooklyn,Crown Heights,40.71246,-73.95061,Entire home/apt,94.0,2,9,2019-02-15,1.33,7,365
100312,Entire home/apt in Upper East Side,586764,Fatima,Manhattan,Upper East Side,40.78407,-74.00437,Entire home/apt,127.0,14,2,2019-03-15,0.1,3,221
100313,Private room in Hell's Kitchen,436979,John,Manhattan,Hell's Kitchen,40.7439,-74.01839,Private room,171.0,2,8,2019-05-15,0.38,3,353
100314,Private room in Upper East Side,174477,Fatima,Manhattan,Upper East Side,40.77757,-73.98317,Private room,107.0,4,1,2019-06-15,0.0,1,365
100315,Entire home/apt in Financial District,27862,Maria,Manhattan,Financial District,40.78638,-73.91817,Entire home/apt,253.0,2,17,2019-08-15,0.48,5,217
100316,Private room in Hell's Kitchen,786968,David,Manhattan,Hell's Kitchen,40.76868,-73.96954,Private room,150.0,7,0,,,2,142
100317,Entire home/apt in Williamsburg,160916,Sara,Brooklyn,Williamsburg,40.69476,-73.94526,Entire home/apt,188.0,14,1,2019-01-15,0.54,1,209
100318,Entire home/apt in Harlem,811761,Sara,Manhattan,Harlem,40.78437,-73.96066,Entire home/apt,163.0,5,9,2019-07-15,0.44,2,109
100319,Entire home/apt in Midtown,634963,Wei,Manhattan,Midtown,40.76753,-73.98154,Entire home/apt,242.0,3,4,2019-05-15,0.53,2,286
100320,Entire home/apt in Astoria,574198,Chen,Queens,Astoria,40.75901,-73.76264,Entire home/apt,74.0,7,6,2019-06-15,0.32,1,149
100321,Entire home/apt in Greenpoint,544264,Priya,Brooklyn,Greenpoint,40.69038,-73.94179,Entire home/apt,183.0,1,11,2019-05-15,0.96,1,268
100322,Entire home/apt in Long Island City,168825,Priya,Queens,Long Island City,40.7678,-73.74606,Entire home/apt,96.0,3,2,2019-06-15,0.0,2,46
100323,Entire home/apt in Crown Heights,153631,Maria,Brooklyn,Crown Heights,40.65275,-73.92782,Entire home/apt,224.0,3,14,2019-05-15,0.31,1,165
100324,Entire home/apt in Midtown,596553,Wei,Manhattan,Midtown,40.75357,-73.957,Entire home/apt,151.0,30,7,2019-03-15,0.0,5,214
100325,Entire home/apt in Chelsea,377574,Priya,Manhattan,Chelsea,40.78733,-73.95084,Entire home/apt,312.0,14,8,2019-04-15,0.0,2,296
100326,Entire home/apt in Crown Heights,75985,Fatima,Brooklyn,Crown Heights,40.6735,-73.95135,Entire home/apt,145.0,3,4,2019-05-15,0.3,3,162
100327,Entire home/apt in Financial District,622371,Alex,Manhattan,Financial District,40.77045,-74.0478,Entire home/apt,167.0,14,16,2019-08-15,0.94,2,365
100328,Entire home/apt in Harlem,336943,Miguel,Manhattan,Harlem,40.7663,-74.00199,Entire home/apt,317.0,1,9,2019-01-15,0.0,1,240
100329,Private room in Midtown,24957,David,Manhattan,Midtown,40.77895,-73.98183,Private room,124.0,30,10,2019-05-15,0.91,2,335
100330,Private room in Long Island City,536674,Chen,Queens,Long Island City,40.72748,-73.80094,Private room,49.0,1,1,2019-06-15,0.07,3,0
100331,Entire home/apt in Harlem,514696,Wei,Manhattan,Harlem,40.77629,-73.95383,Entire home/apt,255.0,5,4,2019-04-15,0.06,1,191
